id,name,symbol,sector,industry
14242,Rural Cellular Corp. 12.25% Junior Exchangeable Preferred Stock,RCCCO.PK,Communications,""
14243,SLM Holding Corp. (Sallie Mae) 6.97% Cumulative Redeemable Preferred Stock Series A,SLMAP,FINANCE,GENERAL FINANCE
14244,Navient Corp 6% Senior Notes,JSM,FINANCE,GENERAL FINANCE
14245,SANDRIDGE ENERGY INC,SDRXY,"",""
14246,SHERMEN WSC ACQSTN UTS,SACQU,"",""
14247,SOUTH CARLNA E&G,SCEGH,"",""
14248,Southern California Edison Co. 6.00% Series C Noncumulative Preference Stock,SCEDL,Utilities,Utilities - Electric
14249,Southwest Gas Capital II 7.70% Preferred Trust Securities,SWX-PB,Utilities,Utilities - Gas
14250,Santander Holdings USA Inc. De,SOV-PC,"",""
14251,Telephone and Data Systems Inc 6.625% Senior Notes due 3/31/2045,TDI,INDUSTRIALS,CONSTRUCTION & ENGINEERING
14252,Union Electric Co. $3.70 Preferred,UELMO,INDUSTRIALS,ELECTRICAL EQUIPMENT
14253,Virginia Electric & Power Co. $6.98 Cumulative Preferred,VELPL,Utilities,Utilities - Electric
14254,Virginia Electric & Power Co. $7.05 Cumul Preferred Stock,VELPI,Utilities,Utilities - Electric
14255,Westar Energy Inc. 6.10% Series First Mortgage Bonds due 5/15/2047,WRS,Utilities,Utilities - Multiline
14256,WISCONSIN PUB SVC 6.76% PFD,WSPBP,Communications,Telephone
14257,Pegasus Communications Corp Class A,XAN-REM,CONSUMER DISCRETIONARY,BROADCASTING
14258,Xcel Energy Inc. $4.08 Series Cumulative Preferred B,XEL-PB,Utilities,Utilities - Multiline
14259,Xcel Energy Inc. $4.11 Series Cumulative Preferred D,XEL-PD,Utilities,Utilities - Multiline
14260,Xcel Energy Inc. $4.16 Series Cumulative Preferred E,XEL-PE,Utilities,Utilities - Multiline
14261,Xcel Energy Inc. $4.56 Series Cumulative Preferred Stock,XEL-PG,Utilities,Utilities - Multiline
14262,Oglebay Norton Co.,OGBY.PK,MATERIALS,MINING
14263,Dynamotive Energy Systems,DYMTF,INDUSTRIALS,INDUSTRIALS
14264,Henderson Intl Opportunities A,HFOAX,MUTUAL FUND,FOREIGN LARGE BLEND
14265,Anvil Mining Ltd,AVMNF,MATERIALS,MINING
14267,Besra Gold Inc,BSRAF,MATERIALS,MATERIALS
14268,SILVERCORP METALS INC COM,SVMLF,MATERIALS,MATERIALS
14269,Yamana Gold Inc. Warrant A,AUYWF.PK,MATERIALS,MATERIALS
14270,Eaton Vance National Municipal Income A,EANAX,MUTUAL FUND,MUNI NATIONAL LONG
14271,First Trust Active Dividend Income Fund,FAV,FINANCE,FINANCE
14273,Icop Digital Inc,ICOPQ,INFORMATION TECHNOLOGY,INFORMATION TECHNOLOGY
14274,Vaughan Foods Inc,FOODZ,CONSUMER STAPLES,FOOD PRODUCTS
14276,Global Medical Technologies Inc,GLOB.OB,INFORMATION TECHNOLOGY,SOFTWARE
14277,Nevada Geothermal Power Inc.,NGLPF,ENERGY,ENERGY
14279,UNCOMMON VALUES UNIT TR UNIT 2007 SER MONTHLY,SUCVSX,"",""
14280,JORDAN AMERICAN HLDGS INC,JAHI,FINANCE,GENERAL FINANCE
14281,T. Rowe Price Capital Appreciation,PRWCX,MUTUAL FUND,MODERATE ALLOCATION
14282,T. ROWE PRICE GROWTH AND INCOME FD INC.,PRGIX,MUTUAL FUND,LARGE BLEND
14283,FIDELITY AMT TAX FREE MONEY FUN,FIMXX,"",""
14284,Carmel Container Systems Ltd.,KMLCF,MATERIALS,PAPER & PACKAGING
14285,Southeastrn Banking Corp.,SEBC,FINANCE,BANKS
14286,Boralex Power Income Fund,BLXJF.PK,Communications,Telephone
14287,Conergy AG Ordinary,CEYHF,INDUSTRIALS,ELECTRICAL EQUIPMENT
14288,Great Southern Ltd.,GSPLF.PK,CONSUMER STAPLES,CONSUMER STAPLES
14289,TIMBERCORP LTD,TBEPF,"",""
14290,American Funds Capital Inc Bldr F-1,CIBFX,MUTUAL FUND,WORLD ALLOCATION
14291,American Funds Washington Mutual B,WSHBX,MUTUAL FUND,LARGE VALUE
14292,BlackRock Global Opportunities Inst,BROIX,MUTUAL FUND,WORLD STOCK
14293,Brandywine Blue,BLUEX,MUTUAL FUND,LARGE GROWTH
14294,The Delafield Fund,DEFIX,MUTUAL FUND,MID-CAP VALUE
14295,DFA Emerging Markets Value I,DFEVX,MUTUAL FUND,DIVERSIFIED EMERGING MKTS
14296,DFA Emerging Markets Small Cap I,DEMSX,MUTUAL FUND,DIVERSIFIED EMERGING MKTS
14297,DFA INTERNATIONAL SMALL CAP VALUE PORTFOLIO,DISVX,MUTUAL FUND,FOREIGN SMALL/MID VALUE
14298,DFA Japanese Small Company I,DFJSX,MUTUAL FUND,JAPAN STOCK
14299,DFA US Small Cap Value I,DFSVX,MUTUAL FUND,SMALL VALUE
14300,DFA Tax-Managed US Targeted Value,DTMVX,MUTUAL FUND,SMALL VALUE
14301,Fidelity,FFIDX,MUTUAL FUND,LARGE BLEND
14302,Fidelity Japan Smaller Companies,FJSCX,MUTUAL FUND,JAPAN STOCK
14303,SPARTAN 500 INDEX FUND  FIDELITY ADVANTAGE CLASS,FSMAX,"",""
14304,Fidelity Spartan 500 Index Inv,FUSEX,MUTUAL FUND,LARGE BLEND
14305,Kinetics Paradigm No Load,WWNPX,MUTUAL FUND,WORLD STOCK
14306,Leuthold Undervalued and Unloved,UGLYX,MUTUAL FUND,LARGE VALUE
14307,Matthews Asia Dividend,MAPIX,MUTUAL FUND,DIVERSIFIED PACIFIC/ASIA
14308,Schwab 1000 Index Sel,SNXSX,"",""
14309,RidgeWorth High Income I,STHTX,MUTUAL FUND,HIGH YIELD BOND
14310,RidgeWorth Intl Equity Index I,SIEIX,MUTUAL FUND,FOREIGN LARGE BLEND
14311,RidgeWorth Large Cap Core Equity I,CRVAX,MUTUAL FUND,LARGE BLEND
14312,TweedyBrowne Worldwide Hi Div Yld Val,TBHDX,MUTUAL FUND,WORLD STOCK
14313,Vanguard Equity-Income,VEIPX,MUTUAL FUND,LARGE VALUE
14314,MANZO PHARMACEUTICALS INC.,MNZO,"",""
14315,Hickok Inc,CRAWA,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
14316,ISEEMEDIA INC. (TIER1),ISMEF,"",""
14317,Tennessee Valley Authority Reset Rate Series A PARRS Power Bonds due 5/1/2029,TVE,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - ELECTRIC
14318,Perion Network Ltd,PERI,INFORMATION TECHNOLOGY,SOFTWARE
14319,BlackRock Investment Quality Municipal Trust Inc. (Old),RFA,FINANCE,GENERAL FINANCE
14320,ClaymoreRobeco Boston Partners Large Cap Value Fund,CLV,FINANCE,GENERAL FINANCE
14321,Invesco S&P 500 Equal Weight Finc ETF,RYF,FINANCE,GENERAL FINANCE
14322,Tocqueville Gold,TGLDX,MUTUAL FUND,EQUITY PRECIOUS METALS
14323,Storage Computer Corp.,SOSO,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
14324,Franklin OR Tax-Free Income A,FRORX,MUTUAL FUND,MUNI SINGLE STATE LONG
14325,Muhlenkamp,MUHLX,MUTUAL FUND,LARGE VALUE
14326,VANGUARD CALIFORNIA INT-TRM TX-EX FD ADML SHS,VCADX,MUTUAL FUND,MUNI CALIFORNIA INTERMEDIATE
14327,ELLINGTON FINANCIAL LLC COMMON STOCK 144A,ELIGL,"",""
14328,VINTAGE WINE TR MISCELLANEOUS SITUATION 144A,VWNEL,"",""
14329,Harbor International Growth Instl,HAIGX,MUTUAL FUND,FOREIGN LARGE GROWTH
14330,Wells Fargo Advantage PA Tax-Free I,EKVYX,MUTUAL FUND,MUNI PENNSYLVANIA
14331,USAA International,USIFX,MUTUAL FUND,FOREIGN LARGE GROWTH
14332,Arabian American Development Company,ARSD,MATERIALS,OIL & GAS REFINING & MARKETING
14333,BRAZIL FAST FOOD CORP.,BOBS,CONSUMER DISCRETIONARY,RESTAURANTS
14334,Morgans Foods Inc.,MRFD,CONSUMER DISCRETIONARY,RESTAURANTS
14335,First American Mid Cap Growth Opp Y,FISGX,MUTUAL FUND,MID-CAP GROWTH
14336,Aiful Corp ADR,AIFLY,FINANCE,CONSUMER FINANCE
14337,Invensys Plc Sponsored ADR,IVNYY,INDUSTRIALS,MACHINERY
14338,American Century Ultra Inv,TWCUX,MUTUAL FUND,LARGE GROWTH
14339,American Funds American Balanced F-1,BALFX,MUTUAL FUND,MODERATE ALLOCATION
14340,BAC Capital Trust XII 6.875% Capital Securities,BAC-PC,FINANCE,BANKS & THRIFTS
14341,Brandywine,BRWIX,MUTUAL FUND,MID-CAP GROWTH
14342,Dreyfus Yield Advantage D,DYADX,"",""
14343,Fannie Mae (Federal National Mortgage Assoc.) 5.50% Non-Cumulative Preferred Stock Series N,FNMAK,FINANCE,CONSUMER FINANCE
14344,Fidelity Capital Appreciation,FDCAX,MUTUAL FUND,LARGE GROWTH
14345,Fidelity Growth Discovery,FDSVX,MUTUAL FUND,LARGE GROWTH
14346,Fidelity Fifty,FFTYX,MUTUAL FUND,LARGE GROWTH
14347,Fidelity International Discovery,FIGRX,MUTUAL FUND,FOREIGN LARGE BLEND
14348,Fidelity International Small Cap Opp,FSCOX,MUTUAL FUND,FOREIGN SMALL/MID GROWTH
14349,Fidelity Japan,FJPNX,MUTUAL FUND,JAPAN STOCK
14350,Fidelity Large Cap Growth,FSLGX,MUTUAL FUND,LARGE GROWTH
14351,Fidelity Mid Cap Growth,FSMGX,MUTUAL FUND,MID-CAP GROWTH
14352,FIDELITY MID-CAP STOCK FUND,FMCSX,MUTUAL FUND,MID-CAP GROWTH
14353,Fidelity Select Biotechnology,FBIOX,MUTUAL FUND,HEALTH
14354,Fidelity Southeast Asia,FSEAX,MUTUAL FUND,PACIFIC/ASIA EX-JAPAN STK
14355,Fidelity Export & Multinational,FEXPX,MUTUAL FUND,LARGE GROWTH
14356,IPIX Corp.,IPIXQ,INFORMATION TECHNOLOGY,INFORMATION TECHNOLOGY
14357,Teck Resources Ltd. ADR,TCKRF,MATERIALS,GOLD & SILVER
14358,Global Gold Corp,GBGD,MATERIALS,MATERIALS
14359,LSR GROUP OJSC MISCELLANEOUS SITUATIONS,LSRGL,"",""
14360,BAYLAKE CORP,BYLK,FINANCE,BANKS & THRIFTS
14361,METALLIC VENTURE GLD,MTLVF,"",""
14362,IRKUTSKENERGO JSC AMERICAN,IKSGY,UTILITIES,UTILITIES - ELECTRIC
14363,SIBERTELECOM SP ADR,SBTLY,"",""
14364,Volgatelecom,VLGAY.PK,"",""
14365,BROMPTON EQUAL WT UNITS,BQOGF,"",""
14366,Cabo Drilling Corp,CBEEF,MATERIALS,MINING
14367,Stem Cell Authority Ltd.,SCAL,HEALTH CARE,HEALTH CARE
14368,ELTEK ASA NOK,EEKAF,"",""
14369,Hampshire First Bank,HFBN,FINANCE,FINANCE
14370,TransCommunity Financial Corp.,TCYF.OB,FINANCE,BANKS & THRIFTS
14371,Franklin Small-Mid Cap Growth A,FRSGX,MUTUAL FUND,MID-CAP GROWTH
14372,Invesco Dividend Growth Secs A,DIVAX,MUTUAL FUND,LARGE BLEND
14373,Zions Capital Trust B 8.00% Capital Securities,ZB-PB,FINANCE,BANKS & THRIFTS
14374,CITIC Ltd ADR,CTPCY,INDUSTRIALS,CONGLOMERATES
14375,Cecors Inc,CEOS.PK,INFORMATION TECHNOLOGY,INFORMATION TECHNOLOGY
14376,Eastern European Equity A,VEEEX,MUTUAL FUND,EUROPE STOCK
14377,Prudential Jennison Mid Cap Growth A,PEEAX,MUTUAL FUND,MID-CAP GROWTH
14378,Vanguard Morgan Growth,VMRGX,MUTUAL FUND,LARGE GROWTH
14379,Biosensors International Group Ltd. Ordinary Shares,BSNRF,HEALTH CARE,HEALTH CARE SUPPLIES
14380,CONVERGE GLOBAL INC,CVRG,"",""
14381,Merrill Lynch & Co. Inc. MITTS Dow Jones Indust Average due 12/27/2010,MERIZ,FINANCE,GENERAL FINANCE
14382,NEXTPATH TECHS INC,NPTK,"",""
14383,Old Stone Corp.,OSTN,FINANCE,GENERAL FINANCE
14384,ASFG Inc.,ASFJ,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
14385,ACADIAN MINING CORP,ADAIF.PK,"",""
14386,Cardiovascular BioTherapeutics Inc.,CVBT,HEALTH CARE,HEALTH CARE
14387,Galway Resources Ltd,GWYRF,MATERIALS,MINING
14388,Globalstar Mining Corp,GMIMF,MATERIALS,MATERIALS
14389,Artemis Therapeutics Inc,ATMS,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
14390,Kirkland Lake Gold Inc,KGILF,MATERIALS,MATERIALS
14391,Kish Bancorp Inc.,KISB,FINANCE,BANKS
14392,Malaga Inc,MLGAF,MATERIALS,MATERIALS
14393,NEW STAR ORD 25P,NWSAF,"",""
14394,Noble Group Ltd. Ordinary,NOBGF,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
14395,Roca Mines Inc.,ROCAF,MATERIALS,MINING
14396,DFA Intl Real Estate Securities I,DFITX,MUTUAL FUND,GLOBAL REAL ESTATE
14397,DFA Intl Core Equity I,DFIEX,MUTUAL FUND,FOREIGN LARGE VALUE
14398,DFA US Vector Equity I,DFVEX,MUTUAL FUND,MID-CAP VALUE
14399,DFA US Core Equity 2 I,DFQTX,MUTUAL FUND,MID-CAP BLEND
14400,DFA Emerging Markets Core Equity I,DFCEX,MUTUAL FUND,DIVERSIFIED EMERGING MKTS
14401,DFA Tax-Managed US Equity,DTMEX,MUTUAL FUND,LARGE BLEND
14402,DFA US Micro Cap I,DFSCX,MUTUAL FUND,SMALL BLEND
14403,DFA Tax-Managed Intl Value,DTMIX,MUTUAL FUND,FOREIGN LARGE VALUE
14404,DFA Tax-Managed US Small Cap,DFTSX,MUTUAL FUND,SMALL BLEND
14405,DFA Tax-Managed US Marketwide Value,DTMMX,MUTUAL FUND,LARGE VALUE
14406,DFA U S LARGE CO PT,DFLCX,"",""
14407,DFA Real Estate Securities I,DFREX,MUTUAL FUND,REAL ESTATE
14408,DFA U.S. SMALL CAP PORTF,DFSTX,MUTUAL FUND,SMALL BLEND
14409,DFA Large Cap International I,DFALX,MUTUAL FUND,FOREIGN LARGE BLEND
14410,DFA Intl Value I,DFIVX,MUTUAL FUND,FOREIGN LARGE VALUE
14411,Cyren Ltd,CYRN,INFORMATION TECHNOLOGY,SOFTWARE
14412,SANI-TECH INDUSTRIES INC,SNNS,"",""
14413,Furrs Restaurant Group Inc.,FRRG,CONSUMER DISCRETIONARY,RESTAURANTS
14414,Cosigo Resources Ltd,HSSHF,MATERIALS,MINING
14415,Stolt-Nielsen S.A. Sponsored ADR,SNSAY,TRANSPORTS,MARINE
14416,EXTRAORD VAC GROUP,EXVG,"",""
14417,Gabelli Dividend & Income Trust 5.875% Series A Cumulative Preferred Shares,GDV+A,FINANCE,GENERAL FINANCE
14418,Invesco High Yield Investor,HYINX,MUTUAL FUND,HIGH YIELD BOND
14419,Aston/Optimum Large Cap Opportunity N,AOLCX,MUTUAL FUND,LARGE GROWTH
14420,Causeway International Value Inv,CIVVX,MUTUAL FUND,FOREIGN LARGE VALUE
14421,Fidelity Blue Chip Growth,FBGRX,MUTUAL FUND,LARGE GROWTH
14422,ING Emerging Countries A,NECAX,MUTUAL FUND,DIVERSIFIED EMERGING MKTS
14423,Ivy International Core Equity A,IVIAX,MUTUAL FUND,FOREIGN LARGE BLEND
14424,Ivy International Core Equity Y,IVVYX,MUTUAL FUND,FOREIGN LARGE BLEND
14425,Prudential Jennison Utility A,PRUAX,MUTUAL FUND,UTILITIES
14426,Neuberger Berman International Inv,NBISX,MUTUAL FUND,FOREIGN LARGE BLEND
14427,Vanguard Growth Index Signal,VIGSX,MUTUAL FUND,LARGE GROWTH
14428,Protocall Technologies Inc.,PCLI.PK,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
14429,Schwab Total Stock Market Index,SWTSX,MUTUAL FUND,LARGE BLEND
14430,Wells Fargo Advantage Growth Inv,SGROX,MUTUAL FUND,LARGE GROWTH
14431,FOSTER WHEELER LTD.,FWLTW,"",""
14432,INX INC. - WARRANTS,INXIW,"",""
14433,General American Investors Inc 5.95% Cumulative Preferred Stock Series B,GAM+B,FINANCE,GENERAL FINANCE
14434,KIT digital Inc.,KITD.OB,"",""
14435,SANTA MONICA MEDIA CORP UNIT 99/99/9999,MEJ-U,"",""
14436,STONELEIGH PARTNERS ACQUISITION CORP,STAQU.PK,"",""
14437,Invesco Basic Value A,GTVLX,MUTUAL FUND,LARGE BLEND
14438,American Century Small Cap Gr Investor,ANOIX,MUTUAL FUND,SMALL GROWTH
14439,ARGENTEX MINING,AGXMF,"",""
14440,CONCIERGE TECHNOLOGIES INC COM NEW,CNCG,"",""
14441,LWAS/DFA Intl High Book To Market,DFHBX,MUTUAL FUND,FOREIGN LARGE VALUE
14442,Fidelity Equity-Income II,FEQTX,MUTUAL FUND,LARGE VALUE
14443,Franklin Income Adv,FRIAX,MUTUAL FUND,CONSERVATIVE ALLOCATION
14444,Franklin Small-Mid Cap Growth Adv,FSGAX,MUTUAL FUND,MID-CAP GROWTH
14445,Hussman Strategic Growth,HSGFX,MUTUAL FUND,LONG/SHORT EQUITY
14446,Mairs & Power Growth Inv,MPGFX,MUTUAL FUND,LARGE BLEND
14447,PRIMECAP Odyssey Aggressive Growth,POAGX,MUTUAL FUND,MID-CAP GROWTH
14448,Schneider Value,SCMLX,MUTUAL FUND,MID-CAP VALUE
14449,Vanguard Windsor Adm,VWNEX,MUTUAL FUND,LARGE VALUE
14450,ProFunds Falling US Dollar Investor,FDPIX,MUTUAL FUND,CURRENCY
14451,Federated Capital Income A,CAPAX,MUTUAL FUND,CONSERVATIVE ALLOCATION
14452,Vanguard Balanced Index,VBINX,MUTUAL FUND,MODERATE ALLOCATION
14453,Pacific Financial Tactical I,PFGTX,MUTUAL FUND,CONSERVATIVE ALLOCATION
14454,Absolute Strategies I,ASFIX,MUTUAL FUND,MULTIALTERNATIVE
14455,Alpha Hedged Strategies,ALPHX,MUTUAL FUND,MULTIALTERNATIVE
14456,Janus T,JANSX,MUTUAL FUND,LARGE GROWTH
14457,Pacific Financial Core Equity I,PFGQX,MUTUAL FUND,LARGE BLEND
14458,Pacific Financial Explorer I,PFGPX,MUTUAL FUND,LARGE GROWTH
14459,Wasatch Micro Cap,WMICX,MUTUAL FUND,SMALL GROWTH
14460,NACCO INDS INC CL B,NCCIB,"",""
14461,AMER LAND LEASE PFD,ANL-PA,"",""
14462,ANNALY CAPITAL MANAGEMENT INC.,NLYBP,"",""
14463,CenterPoint Energy 2.0% ZENS Zero Prem Exch Subor Notes due 9/15/2029,CNPZP.PK,Utilities,Utilities - Electric
14464,Developers Diversified Realty C,DDR-PH,"",""
14465,Digital Realty Trust Inc. 4.375% Series C Cumulative Convertible Preferred,DLRCP,FINANCE,REAL ESTATE & REITS
14466,DUNE ENERGY 144A,DNEAL,"",""
14467,Kimco Realty Corp. Depositary Shares for 7.75% Class G Cumulative Redeemable Preferred,KIM-PG,FINANCE,REAL ESTATE & REITS
14468,Lazard Ltd 6.625% Equity Security Units due 5/15/2008,LDZ,FINANCE,GENERAL FINANCE
14469,LOIS/USA INC,LSUS,"",""
14470,TOWER AIR INC,TOWRQ,"",""
14471,Alberta Clipper Energy Inc,ABRCF.PK,ENERGY,ENERGY
14472,Arbios Systems,ABOS.OB,HEALTH CARE,HEALTH CARE SUPPLIES
14474,Xtreme Coil Drilling Corp.,XTMCF,ENERGY,ENERGY EQUIPMENT & SERVICES
14475,Asia Pacific Wire & Cable Corp Ltd,APWC,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
14476,WESTECH CAPITAL CORP,WTEC,FINANCE,GENERAL FINANCE
14477,TNFG Corp.,TNFG.PK,FINANCE,GENERAL FINANCE
14478,Ironclad Performance Wear Corp,ICPW,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
14479,TRANSTECH SVCS PRTNRS UTS,TTSPU,"",""
14480,American Telecom Services Inc. Warrant,ATELW,Communications,""
14481,Neostem Inc. Class A Warrants,NBS-WT,"",""
14482,Nippon Seiko Ltd ADR,NPSKY,CONSUMER DISCRETIONARY,AUTOMOBILE PARTS
14483,Sandvik AB Sponsored ADR,SDVKY,INDUSTRIALS,MACHINERY
14484,SwedBank AB ADR,SWDBY,FINANCE,BANKS
14485,Sage Group plc ADR,SGPYY,INFORMATION TECHNOLOGY,SOFTWARE
14486,Shizuoka Bank Ltd. ADR,SHZUY,FINANCE,BANKS
14487,ORANGE POLSKA S A SPONSORED GDR,TKMGF,Communications,""
14488,Marui Co. Ltd. ADR,MAURY,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
14489,BANK YOKOHAMA LTD JAPAN ADR,BKJAY,FINANCE,FINANCE
14490,Jiangsu Expressway Co. ADR,JEXYY,TRANSPORTS,TRUCKING
14491,Alpha Bank SA ADR,ALBKY,FINANCE,BANKS
14492,Old Mutual plc ADR,ODMTY,FINANCE,CORPORATE FINANCE
14493,Hino Motors Ltd. ADR,HINOY,CONSUMER DISCRETIONARY,AUTOMOBILES AND MOTORCYCLES
14494,City Developments Ltd Sp ADR,CDEVY,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
14495,Nippon Steel & Sumitomo Metal Corp. ADR,NPSCY,MATERIALS,IRON & STEEL
14496,Orkla ASA Sponsored ADR,ORKLY,INDUSTRIALS,CONGLOMERATES
14497,Kajima Corp. ADR,KAJMY,INDUSTRIALS,CONSTRUCTION & ENGINEERING
14498,HINDALCO INDUSTRY SP,HNDNF,"",""
14499,FRIENDS PROV PLC UNS ADR,FRDPY.PK,"",""
14500,Atlas Copco AB Class B Unsponsored ADR,ATLCY,INDUSTRIALS,MACHINERY
14501,Irkut Corp ADR,IRKTY,"",""
14502,Shun Tak Holdings Limited Sponsored ADR,SHTGY,TRANSPORTS,SHIPPING
14503,Hang Seng Bank Ltd Sponsored ADR,HSNGY,FINANCE,BANKS
14504,Deutsche Lufthansa AG ADR,DLAKY,TRANSPORTS,AIRLINES & AIR SERVICES
14505,Italcementi Fabbriche Riunite Cemento SPA ADR,ITALY,MATERIALS,MATERIALS
14506,JOHNSON ELECTRIC HLDG SPON ADR,JELCY,"",""
14507,Neptune Orient Lines Sponsored ADR,NPTOY,TRANSPORTS,TRANSPORTS
14508,AO Mosenergo ADR,AOMOY,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - ELECTRIC
14509,Sino Land Co. Ltd. ADR,SNLAY,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
14510,Wienerberger Baustoffindustrie AG ADR,WBRBY,INDUSTRIALS,CONSTRUCTION & ENGINEERING
14511,Legal and General Group PLC Sponsored ADR,LGGNY,FINANCE,INSURANCE
14512,New World Development Co. Ltd Sponsored ADR,NDVLY,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
14513,Bankinter SA Sponsored ADR,BKNIY,FINANCE,BANKS
14514,Amfin Financial Corp,AFNL,FINANCE,TRUSTS & THRIFTS
14515,Comunibanc Corp,CBCZ,FINANCE,BANKS
14516,Federal Home Loan Mortgage Corp,FMCKI,FINANCE,CONSUMER FINANCE
14517,National City Capital Trust III 6.625% Trust Preferred Securities,NCC-PB,FINANCE,BANKS & THRIFTS
14519,Wachovia Capital Trust X 7.85% Trust Preferred Securities,WB-PD,FINANCE,BANKS & THRIFTS
14520,Etruscan Resources Inc.,ETRUF.PK,MATERIALS,MATERIALS
14521,GATEWAY GOLD CORP ORD,GWYGF,"",""
14522,GoldBrook Ventures Inc,GBKVF,MATERIALS,MATERIALS
14523,Impact Silver Corp.,ISVLF,MATERIALS,GOLD & SILVER
14524,Noront Resources Ltd. Ordinary,NOSOF,MATERIALS,GOLD & SILVER
14525,OSI Geospatial Inc.,OSIIF,INDUSTRIALS,INDUSTRIALS
14526,Protokinetix Inc,PKTX,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
14527,Shumate Industries Inc.,SHMT.OB,INDUSTRIALS,METAL FABRICATION
14528,Sonoran Energy Inc,SNRNQ.PK,ENERGY,ENERGY PRODUCERS
14529,Vaso Active Phar,VAPHQ,HEALTH CARE,HEALTH CARE
14530,LEGACY RESERVES LP 144A UNIT,LRLPY,"",""
14531,Elysee Development Corp,ASXSF,MATERIALS,GOLD & SILVER
14532,Andean American Mining Corp.,ANMCF,MATERIALS,MATERIALS
14533,Ascot Resources Ltd,AOTVF,MATERIALS,GOLD & SILVER
14534,BENTON CAP CORP. COM NEW (CDA),BNRJF,MATERIALS,MINING
14535,Brett Resources Inc,BBRRF.PK,MATERIALS,MATERIALS
14536,BRILLIANT MNG CORP,BRLGF.PK,"",""
14537,Capstone Mining Corp.,CSFFF,MATERIALS,GOLD & SILVER
14538,Chesapeake Gold Corp,CHPGF,MATERIALS,GOLD & SILVER
14539,COLUMBIA YUKON EXPLO,CYUXF,"",""
14540,East Asia Minerals Corp.,EAIAF,MATERIALS,MINING
14541,Evolving Gold Corp,EVOGF,MATERIALS,GOLD MINING
14542,Fortuna Silver Mines Inc,FSM,MATERIALS,GOLD & SILVER
14543,Inter-Citic Minerals Inc,ICMTF,MATERIALS,MINING
14544,Mansfield Minerals Inc.,MFMNF,MATERIALS,MATERIALS
14545,Newmac Resources Inc Foreign Ordinary,NEWRF,MATERIALS,GOLD & SILVER
14546,Potash One Inc,KCLOF.PK,MATERIALS,MATERIALS
14547,SEDEX MINING CORP (F,SDXMF,"",""
14548,SELKIRK METALS CORP. (TIER1),SKRKF,"",""
14549,SILVER SPRUCE RESOURCES INC,SSEBF,"",""
14550,Spanish Mountain Gold Ltd.,SPAZF,MATERIALS,GOLD & SILVER
14551,Sonoro Energy Ltd. (USA),SNVFF,MATERIALS,CHEMICALS
14552,SOUTHAMPTON VENTURES INC. (TIER2),SPVNF,"",""
14553,THELON VENTURES LTD. (TIER2),THVEF,"",""
14554,TNR GOLD CORP. (TIER2),TRRXF,"",""
14555,Unigold Inc,UGDIF,MATERIALS,GOLD & SILVER
14556,Uranium City ResourcesInc.,UCRSF.PK,MATERIALS,MATERIALS
14557,Veris Gold Corp,YNGFF,MATERIALS,MINING
14558,Coretec Group Inc,CRTG,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
14559,Forsys Metals Corp.,FOSYF,MATERIALS,GOLD & SILVER
14560,Cohen & Steers Realty Shares,CSRSX,MUTUAL FUND,REAL ESTATE
14561,MFS International Growth I,MQGIX,MUTUAL FUND,FOREIGN LARGE GROWTH
14562,Freddie Mac (Federal Home Loan Mortgage Corp.) 1996 Variable Rate Non-Cumulative Perpetual Preferred,FMCCI,FINANCE,CONSUMER FINANCE
14563,HRPT PPTYS TR PFD B,HRP-PB,"",""
14564,Advanced Refractive Technology,ARFR,HEALTH CARE,HEALTH CARE SUPPLIES
14565,ALCARD CHEMICALS GRP INC,ACMG,"",""
14566,Charys Holding Co. Inc.,CHYS,Communications,""
14567,COHO ENERGY INC,CHOHQ,"",""
14568,INDIGENOUS GLOB DEV,IGDC,"",""
14569,NATURAL WONDERS INC,NATWQ,"",""
14570,Pershing Resources Co.,PSGR.PK,MATERIALS,MINING
14571,Skyline Special Equities,SKSEX,MUTUAL FUND,SMALL VALUE
14572,Appleseed,APPLX,MUTUAL FUND,MID-CAP VALUE
14573,BLACK DRAGON RES COS INC,BDGR,"",""
14574,Coral Gold Resources Inc.,CLHRF,MATERIALS,GOLD & SILVER
14575,CROWFLIGHT MINERALS INC. (TIER2),CMLGF,"",""
14576,Cypress Development Corp,CYDVF,MATERIALS,GOLD & SILVER
14577,Duluth Metals Ltd,DULMF,MATERIALS,MATERIALS
